MSA.Code,MSA.Name,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
45180,"Talladega-Sylacauga, AL",72500,57664,432,205,637,14836,0.795365517,227,0.321821036,All STEM
45180,"Talladega-Sylacauga, AL",94674,57599,84,159,243,37075,0.608393012,-75,0.654320988,Computer and Mathematical
45180,"Talladega-Sylacauga, AL",69339,47000,335,38,373,22339,0.677829216,297,0.101876676,Architecture and Engineering
45180,"Talladega-Sylacauga, AL",NA,NA,13,8,21,NA,NA,5,0.380952381,"Life, Physical, and Social Sciences"
45220,"Tallahassee, FL",46099,38964,62901,60101,123002,7135,0.845224408,2800,0.488618071,All (STEM and Non-STEM)
45220,"Tallahassee, FL",63583,48412,6170,3304,9474,15171,0.761398487,2866,0.348743931,All STEM
45220,"Tallahassee, FL",63358,50076,3753,2225,5978,13282,0.790365858,1528,0.37219806,Computer and Mathematical
45220,"Tallahassee, FL",70870,59000,1234,312,1546,11870,0.83251023,922,0.201811125,Architecture and Engineering
45220,"Tallahassee, FL",60557,41056,1183,767,1950,19501,0.677972819,416,0.393333333,"Life, Physical, and Social Sciences"
45300,"Tampa-St. Petersburg-Clearwater, FL",48039,41237,563662,472894,1036556,6802,0.858406711,90768,0.456216548,All (STEM and Non-STEM)
45300,"Tampa-St. Petersburg-Clearwater, FL",77433,64710,50429,16123,66552,12723,0.83569021,34306,0.24226169,All STEM
45300,"Tampa-St. Petersburg-Clearwater, FL",78851,71113,31368,10137,41505,7738,0.901865544,21231,0.244235634,Computer and Mathematical
45300,"Tampa-St. Petersburg-Clearwater, FL",77523,65721,15608,2655,18263,11802,0.84776131,12953,0.145375897,Architecture and Engineering
45300,"Tampa-St. Petersburg-Clearwater, FL",66497,52107,3453,3331,6784,14390,0.78359926,122,0.491008255,"Life, Physical, and Social Sciences"
45340,"Taos, NM",45198,35098,4168,3650,7818,10100,0.776538785,518,0.466871323,All (STEM and Non-STEM)
45340,"Taos, NM",58333,65446,296,63,359,-7113,1.12193784,233,0.175487465,All STEM
45340,"Taos, NM",46222,63750,146,30,176,-17528,1.379213362,116,0.170454545,Computer and Mathematical
45340,"Taos, NM",104286,NA,74,2,76,NA,NA,72,0.026315789,Architecture and Engineering
45340,"Taos, NM",75313,93092,76,31,107,-17779,1.236068142,45,0.289719626,"Life, Physical, and Social Sciences"
45380,"Taylorville, IL",50800,37132,6101,4488,10589,13668,0.730944882,1613,0.423836056,All (STEM and Non-STEM)
45380,"Taylorville, IL",64677,69306,320,119,439,-4629,1.071571038,201,0.271070615,All STEM
45380,"Taylorville, IL",63816,59797,146,74,220,4019,0.937022063,72,0.336363636,Computer and Mathematical
45380,"Taylorville, IL",71136,86050,156,29,185,-14914,1.209654746,127,0.156756757,Architecture and Engineering
45380,"Taylorville, IL",49500,54722,18,16,34,-5222,1.105494949,2,0.470588235,"Life, Physical, and Social Sciences"
45460,"Terre Haute, IN",46687,35673,31656,23717,55373,11014,0.764088504,7939,0.428313438,All (STEM and Non-STEM)
45460,"Terre Haute, IN",77308,58403,1804,548,2352,18905,0.755458685,1256,0.232993197,All STEM
45460,"Terre Haute, IN",65000,51944,668,284,952,13056,0.799138462,384,0.298319328,Computer and Mathematical
45460,"Terre Haute, IN",79713,63286,1020,155,1175,16427,0.793923199,865,0.131914894,Architecture and Engineering
45460,"Terre Haute, IN",50625,64886,116,109,225,-14261,1.281698765,7,0.484444444,"Life, Physical, and Social Sciences"
45500,"Texarkana, TX-AR",49609,35154,24960,20681,45641,14455,0.70862142,4279,0.453123288,All (STEM and Non-STEM)
45500,"Texarkana, TX-AR",72432,52099,1010,514,1524,20333,0.719281533,496,0.337270341,All STEM
45500,"Texarkana, TX-AR",70270,34185,380,247,627,36085,0.486480717,133,0.393939394,Computer and Mathematical
45500,"Texarkana, TX-AR",84792,71667,395,100,495,13125,0.845209454,295,0.202020202,Architecture and Engineering
45500,"Texarkana, TX-AR",55974,51203,235,167,402,4771,0.914763998,68,0.415422886,"Life, Physical, and Social Sciences"
45520,"The Dalles, OR",43263,35866,4963,3232,8195,7397,0.82902249,1731,0.394386821,All (STEM and Non-STEM)
45520,"The Dalles, OR",67827,50000,249,100,349,17827,0.737169564,149,0.286532951,All STEM
45520,"The Dalles, OR",57500,64643,84,36,120,-7143,1.124226087,48,0.3,Computer and Mathematical
45520,"The Dalles, OR",68362,NA,150,7,157,NA,NA,143,0.044585987,Architecture and Engineering
45520,"The Dalles, OR",NA,43147,15,57,72,NA,NA,-42,0.791666667,"Life, Physical, and Social Sciences"
45540,"The Villages, FL",42636,33972,7028,7242,14270,8664,0.796791444,-214,0.507498248,All (STEM and Non-STEM)
45540,"The Villages, FL",108264,126000,369,170,539,-17736,1.163821769,199,0.315398887,All STEM
45540,"The Villages, FL",81840,126073,171,163,334,-44233,1.540481427,8,0.488023952,Computer and Mathematical
45540,"The Villages, FL",130781,NA,198,0,198,NA,NA,198,0,Architecture and Engineering
45540,"The Villages, FL",NA,NA,0,7,7,NA,NA,-7,1,"Life, Physical, and Social Sciences"
45580,"Thomaston, GA",42737,31544,4119,3466,7585,11193,0.738095795,653,0.456954515,All (STEM and Non-STEM)
45580,"Thomaston, GA",54000,53597,198,101,299,403,0.992537037,97,0.337792642,All STEM
45580,"Thomaston, GA",37279,NA,57,0,57,NA,NA,57,0,Computer and Mathematical
45580,"Thomaston, GA",62500,53597,116,101,217,8903,0.857552,15,0.465437788,Architecture and Engineering
45580,"Thomaston, GA",NA,NA,25,0,25,NA,NA,25,0,"Life, Physical, and Social Sciences"
45620,"Thomasville, GA",45261,34482,7919,6807,14726,10779,0.761847949,1112,0.462243651,All (STEM and Non-STEM)
45620,"Thomasville, GA",104519,47284,321,173,494,57235,0.452396215,148,0.350202429,All STEM
45620,"Thomasville, GA",118672,27188,209,88,297,91484,0.229102063,121,0.296296296,Computer and Mathematical
45620,"Thomasville, GA",39550,NA,87,16,103,NA,NA,71,0.155339806,Architecture and Engineering
45620,"Thomasville, GA",NA,NA,25,69,94,NA,NA,-44,0.734042553,"Life, Physical, and Social Sciences"
45660,"Tiffin, OH",46535,35176,10816,7406,18222,11359,0.755904158,3410,0.406431786,All (STEM and Non-STEM)
45660,"Tiffin, OH",63707,45550,566,105,671,18157,0.714992073,461,0.156482861,All STEM
45660,"Tiffin, OH",63594,46136,95,42,137,17458,0.725477246,53,0.306569343,Computer and Mathematical
45660,"Tiffin, OH",64260,44943,397,43,440,19317,0.699393091,354,0.097727273,Architecture and Engineering
45660,"Tiffin, OH",62833,NA,74,20,94,NA,NA,54,0.212765957,"Life, Physical, and Social Sciences"
45700,"Tifton, GA",36210,31033,7875,6327,14202,5177,0.857028445,1548,0.445500634,All (STEM and Non-STEM)
45700,"Tifton, GA",62198,74722,403,134,537,-12524,1.201356957,269,0.249534451,All STEM
45700,"Tifton, GA",85703,52434,103,63,166,33269,0.611810555,40,0.379518072,Computer and Mathematical
45700,"Tifton, GA",60179,NA,180,18,198,NA,NA,162,0.090909091,Architecture and Engineering
45700,"Tifton, GA",61479,81563,120,53,173,-20084,1.326680655,67,0.306358382,"Life, Physical, and Social Sciences"
45740,"Toccoa, GA",38860,32752,4159,3077,7236,6108,0.842820381,1082,0.425234936,All (STEM and Non-STEM)
45740,"Toccoa, GA",81367,NA,155,0,155,NA,NA,155,0,All STEM
45740,"Toccoa, GA",57981,NA,37,0,37,NA,NA,37,0,Computer and Mathematical
45740,"Toccoa, GA",81250,NA,94,0,94,NA,NA,94,0,Architecture and Engineering
45740,"Toccoa, GA",NA,NA,24,0,24,NA,NA,24,0,"Life, Physical, and Social Sciences"
45780,"Toledo, OH",53053,40277,116521,91059,207580,12776,0.759184212,25462,0.438669429,All (STEM and Non-STEM)
45780,"Toledo, OH",73210,55170,9306,2137,11443,18040,0.753585576,7169,0.186751726,All STEM
45780,"Toledo, OH",65000,55273,3354,942,4296,9727,0.850353846,2412,0.219273743,Computer and Mathematical
45780,"Toledo, OH",78458,64698,5186,595,5781,13760,0.824619542,4591,0.10292337,Architecture and Engineering
45780,"Toledo, OH",57150,50324,766,600,1366,6826,0.88055993,166,0.439238653,"Life, Physical, and Social Sciences"
45820,"Topeka, KS",49595,40315,44475,37041,81516,9280,0.812884363,7434,0.45440159,All (STEM and Non-STEM)
45820,"Topeka, KS",66730,54613,3833,1549,5382,12117,0.818417503,2284,0.287811223,All STEM
45820,"Topeka, KS",67265,53063,2270,1164,3434,14202,0.788864937,1106,0.338963308,Computer and Mathematical
45820,"Topeka, KS",69505,61667,1193,232,1425,7838,0.887231134,961,0.162807018,Architecture and Engineering
45820,"Topeka, KS",57143,54797,370,153,523,2346,0.958945103,217,0.292543021,"Life, Physical, and Social Sciences"
45860,"Torrington, CT",63323,51465,38584,27281,65865,11858,0.812737868,11303,0.414195703,All (STEM and Non-STEM)
45860,"Torrington, CT",88690,78850,3240,1191,4431,9840,0.889051753,2049,0.268788084,All STEM
45860,"Torrington, CT",90949,79375,1021,628,1649,11574,0.872741866,393,0.380836871,Computer and Mathematical
45860,"Torrington, CT",86557,77070,1781,263,2044,9487,0.890395924,1518,0.128669276,Architecture and Engineering
45860,"Torrington, CT",95421,79615,438,300,738,15806,0.834355121,138,0.406504065,"Life, Physical, and Social Sciences"
45900,"Traverse City, MI",48183,38470,26619,19471,46090,9713,0.798414379,7148,0.422456064,All (STEM and Non-STEM)
45900,"Traverse City, MI",61907,47083,1648,427,2075,14824,0.760544042,1221,0.205783133,All STEM
45900,"Traverse City, MI",57852,48068,617,251,868,9784,0.830878794,366,0.289170507,Computer and Mathematical
45900,"Traverse City, MI",63036,46250,831,67,898,16786,0.733707723,764,0.074610245,Architecture and Engineering
45900,"Traverse City, MI",66771,56667,200,109,309,10104,0.848676821,91,0.352750809,"Life, Physical, and Social Sciences"
45940,"Trenton-Princeton, NJ",66643,55318,71499,54488,125987,11325,0.830064673,17011,0.432489066,All (STEM and Non-STEM)
45940,"Trenton-Princeton, NJ",109935,92808,9013,3644,12657,17127,0.844207941,5369,0.287903927,All STEM
45940,"Trenton-Princeton, NJ",114247,100973,5873,2392,8265,13274,0.883813142,3481,0.289413188,Computer and Mathematical
45940,"Trenton-Princeton, NJ",106103,75120,1976,391,2367,30983,0.707991291,1585,0.165188002,Architecture and Engineering
45940,"Trenton-Princeton, NJ",103333,80795,1164,861,2025,22538,0.781889619,303,0.425185185,"Life, Physical, and Social Sciences"
45980,"Troy, AL",41157,29476,5238,4072,9310,11681,0.716184367,1166,0.437379162,All (STEM and Non-STEM)
45980,"Troy, AL",68403,34468,431,141,572,33935,0.503896028,290,0.246503497,All STEM
45980,"Troy, AL",50382,NA,191,10,201,NA,NA,181,0.049751244,Computer and Mathematical
45980,"Troy, AL",81354,34152,198,115,313,47202,0.41979497,83,0.367412141,Architecture and Engineering
45980,"Troy, AL",NA,59643,42,16,58,NA,NA,26,0.275862069,"Life, Physical, and Social Sciences"
46020,"Truckee-Grass Valley, CA",61213,49373,15553,10849,26402,11840,0.806577034,4704,0.41091584,All (STEM and Non-STEM)
46020,"Truckee-Grass Valley, CA",101531,71354,1762,371,2133,30177,0.702780432,1391,0.173933427,All STEM
46020,"Truckee-Grass Valley, CA",102994,92500,665,172,837,10494,0.89811057,493,0.205495818,Computer and Mathematical
46020,"Truckee-Grass Valley, CA",98145,80078,886,65,951,18067,0.815915227,821,0.068349106,Architecture and Engineering
46020,"Truckee-Grass Valley, CA",105625,61111,211,134,345,44514,0.57856568,77,0.388405797,"Life, Physical, and Social Sciences"
46060,"Tucson, AZ",46816,38420,166607,128853,295460,8396,0.820659604,37754,0.436109795,All (STEM and Non-STEM)
46060,"Tucson, AZ",83153,63179,18261,5148,23409,19974,0.75979219,13113,0.219915417,All STEM
46060,"Tucson, AZ",77613,62166,7548,2555,10103,15447,0.800974064,4993,0.25289518,Computer and Mathematical
46060,"Tucson, AZ",94029,75336,8662,1226,9888,18693,0.80119963,7436,0.123988673,Architecture and Engineering
46060,"Tucson, AZ",66622,53964,2051,1367,3418,12658,0.810002702,684,0.399941486,"Life, Physical, and Social Sciences"
46100,"Tullahoma-Manchester, TN",45991,32377,19519,14061,33580,13614,0.703985562,5458,0.418731388,All (STEM and Non-STEM)
46100,"Tullahoma-Manchester, TN",69083,64750,1524,213,1737,4333,0.937278346,1311,0.122625216,All STEM
46100,"Tullahoma-Manchester, TN",53103,70625,302,68,370,-17522,1.329962526,234,0.183783784,Computer and Mathematical
46100,"Tullahoma-Manchester, TN",69734,85486,1110,131,1241,-15752,1.225886942,979,0.105560032,Architecture and Engineering
46100,"Tullahoma-Manchester, TN",76477,NA,112,14,126,NA,NA,98,0.111111111,"Life, Physical, and Social Sciences"
46140,"Tulsa, OK",50930,38070,197479,146782,344261,12860,0.747496564,50697,0.426368366,All (STEM and Non-STEM)
46140,"Tulsa, OK",80822,56696,15372,3805,19177,24126,0.701492168,11567,0.198414768,All STEM
46140,"Tulsa, OK",76177,55824,6779,1853,8632,20353,0.732819617,4926,0.214666358,Computer and Mathematical
46140,"Tulsa, OK",85210,61382,7233,1155,8388,23828,0.72036146,6078,0.13769671,Architecture and Engineering
46140,"Tulsa, OK",75931,52689,1360,797,2157,23242,0.69390631,563,0.369494669,"Life, Physical, and Social Sciences"
46180,"Tupelo, MS",41989,31659,29897,24292,54189,10330,0.753983186,5605,0.448282862,All (STEM and Non-STEM)
46180,"Tupelo, MS",62557,44688,1259,333,1592,17869,0.714356507,926,0.209170854,All STEM
46180,"Tupelo, MS",56612,42167,493,220,713,14445,0.744842083,273,0.3085554,Computer and Mathematical
46180,"Tupelo, MS",68304,105299,619,81,700,-36995,1.541622745,538,0.115714286,Architecture and Engineering
46180,"Tupelo, MS",38350,46111,147,32,179,-7761,1.202372881,115,0.17877095,"Life, Physical, and Social Sciences"
46220,"Tuscaloosa, AL",48798,37701,44020,34235,78255,11097,0.772593139,9785,0.437480033,All (STEM and Non-STEM)
46220,"Tuscaloosa, AL",72727,53708,2614,660,3274,19019,0.738487769,1954,0.201588271,All STEM
46220,"Tuscaloosa, AL",53891,53780,1013,288,1301,111,0.997940287,725,0.221368178,Computer and Mathematical
46220,"Tuscaloosa, AL",86154,61591,1308,196,1504,24563,0.714894259,1112,0.130319149,Architecture and Engineering
46220,"Tuscaloosa, AL",54271,50446,293,176,469,3825,0.92952037,117,0.375266525,"Life, Physical, and Social Sciences"
46300,"Twin Falls, ID",42790,32409,22183,13324,35507,10381,0.757396588,8859,0.375249951,All (STEM and Non-STEM)
46300,"Twin Falls, ID",54651,48117,508,484,992,6534,0.880441346,24,0.487903226,All STEM
46300,"Twin Falls, ID",69063,48393,169,153,322,20670,0.700708049,16,0.47515528,Computer and Mathematical
46300,"Twin Falls, ID",53750,75357,138,60,198,-21607,1.401990698,78,0.303030303,Architecture and Engineering
46300,"Twin Falls, ID",52772,39489,201,271,472,13283,0.74829455,-70,0.574152542,"Life, Physical, and Social Sciences"
46340,"Tyler, TX",47177,35383,41591,33353,74944,11794,0.750005299,8238,0.445038962,All (STEM and Non-STEM)
46340,"Tyler, TX",75425,65676,2223,436,2659,9749,0.870745774,1787,0.163971418,All STEM
46340,"Tyler, TX",65882,46500,982,182,1164,19382,0.705807353,800,0.156357388,Computer and Mathematical
46340,"Tyler, TX",86163,73125,1045,83,1128,13038,0.848682149,962,0.07358156,Architecture and Engineering
46340,"Tyler, TX",61075,66655,196,171,367,-5580,1.091363078,25,0.465940054,"Life, Physical, and Social Sciences"
46380,"Ukiah, CA",44846,37876,12962,8631,21593,6970,0.844579227,4331,0.39971287,All (STEM and Non-STEM)
46380,"Ukiah, CA",58516,59375,555,310,865,-859,1.014679746,245,0.358381503,All STEM
46380,"Ukiah, CA",53333,68092,222,89,311,-14759,1.27673298,133,0.286173633,Computer and Mathematical
46380,"Ukiah, CA",75230,NA,219,60,279,NA,NA,159,0.215053763,Architecture and Engineering
46380,"Ukiah, CA",61591,69688,114,161,275,-8097,1.131464013,-47,0.585454545,"Life, Physical, and Social Sciences"
46420,"Union, SC",40256,30715,4432,3849,8281,9541,0.762991852,583,0.464798937,All (STEM and Non-STEM)
46420,"Union, SC",48281,48359,89,55,144,-78,1.001615542,34,0.381944444,All STEM
46420,"Union, SC",NA,31750,32,38,70,NA,NA,-6,0.542857143,Computer and Mathematical
46420,"Union, SC",NA,NA,24,11,35,NA,NA,13,0.314285714,Architecture and Engineering
46420,"Union, SC",NA,NA,33,6,39,NA,NA,27,0.153846154,"Life, Physical, and Social Sciences"
46460,"Union City, TN",40325,28866,5020,4466,9486,11459,0.71583385,554,0.470799072,All (STEM and Non-STEM)
46460,"Union City, TN",56667,37159,154,78,232,19508,0.655743202,76,0.336206897,All STEM
46460,"Union City, TN",63150,55298,84,37,121,7852,0.875661124,47,0.305785124,Computer and Mathematical
46460,"Union City, TN",53984,NA,49,6,55,NA,NA,43,0.109090909,Architecture and Engineering
46460,"Union City, TN",55313,36193,21,35,56,19120,0.654330808,-14,0.625,"Life, Physical, and Social Sciences"
46500,"Urbana, OH",51480,36292,7760,5760,13520,15188,0.704972805,2000,0.426035503,All (STEM and Non-STEM)
46500,"Urbana, OH",74716,66786,440,128,568,7930,0.893864768,312,0.225352113,All STEM
46500,"Urbana, OH",82222,65179,106,51,157,17043,0.79271971,55,0.324840764,Computer and Mathematical
46500,"Urbana, OH",73438,86625,311,43,354,-13187,1.179566437,268,0.121468927,Architecture and Engineering
46500,"Urbana, OH",82917,28333,23,34,57,54584,0.341703149,-11,0.596491228,"Life, Physical, and Social Sciences"
46520,"Urban Honolulu, HI",55866,45194,185673,154197,339870,10672,0.808971467,31476,0.453694059,All (STEM and Non-STEM)
46520,"Urban Honolulu, HI",80938,68065,15931,5332,21263,12873,0.840952334,10599,0.250764238,All STEM
46520,"Urban Honolulu, HI",76535,68242,7208,2442,9650,8293,0.891644346,4766,0.253056995,Computer and Mathematical
46520,"Urban Honolulu, HI",86207,74324,6875,1374,8249,11883,0.862157365,5501,0.166565644,Architecture and Engineering
46520,"Urban Honolulu, HI",74034,58506,1848,1516,3364,15528,0.79025853,332,0.450653983,"Life, Physical, and Social Sciences"
46540,"Utica-Rome, NY",50521,40699,50466,39891,90357,9822,0.805585796,10575,0.441482121,All (STEM and Non-STEM)
46540,"Utica-Rome, NY",72058,57826,3519,1102,4621,14232,0.802492437,2417,0.23847652,All STEM
46540,"Utica-Rome, NY",71259,54631,1890,735,2625,16628,0.766654037,1155,0.28,Computer and Mathematical
46540,"Utica-Rome, NY",80557,64091,1303,152,1455,16466,0.795598148,1151,0.104467354,Architecture and Engineering
46540,"Utica-Rome, NY",57375,54063,326,215,541,3312,0.94227451,111,0.3974122,"Life, Physical, and Social Sciences"
46620,"Uvalde, TX",40362,26589,4655,3204,7859,13773,0.658763193,1451,0.407685456,All (STEM and Non-STEM)
46620,"Uvalde, TX",49707,NA,350,48,398,NA,NA,302,0.120603015,All STEM
46620,"Uvalde, TX",NA,NA,16,21,37,NA,NA,-5,0.567567568,Computer and Mathematical
46620,"Uvalde, TX",57230,NA,100,27,127,NA,NA,73,0.212598425,Architecture and Engineering
46620,"Uvalde, TX",48617,NA,234,0,234,NA,NA,234,0,"Life, Physical, and Social Sciences"
46660,"Valdosta, GA",42483,31312,22286,19073,41359,11171,0.73704776,3213,0.461157185,All (STEM and Non-STEM)
46660,"Valdosta, GA",61300,34634,1104,368,1472,26666,0.564991843,736,0.25,All STEM
46660,"Valdosta, GA",53825,33963,615,160,775,19862,0.630989317,455,0.206451613,Computer and Mathematical
46660,"Valdosta, GA",74960,31647,395,83,478,43313,0.422185165,312,0.173640167,Architecture and Engineering
46660,"Valdosta, GA",67619,42083,94,125,219,25536,0.622354664,-31,0.570776256,"Life, Physical, and Social Sciences"
46700,"Vallejo, CA",60995,50603,79626,61447,141073,10392,0.829625379,18179,0.435568819,All (STEM and Non-STEM)
46700,"Vallejo, CA",90004,73664,5861,2484,8345,16340,0.818452513,3377,0.297663271,All STEM
46700,"Vallejo, CA",90148,72308,3098,1140,4238,17840,0.802103208,1958,0.268994809,Computer and Mathematical
46700,"Vallejo, CA",87378,71641,1902,571,2473,15737,0.819897457,1331,0.230893651,Architecture and Engineering
46700,"Vallejo, CA",90135,76466,861,773,1634,13669,0.848349698,88,0.473072215,"Life, Physical, and Social Sciences"
46780,"Van Wert, OH",45824,36608,5878,4155,10033,9216,0.798882682,1723,0.41413336,All (STEM and Non-STEM)
46780,"Van Wert, OH",53404,56250,382,81,463,-2846,1.053291888,301,0.174946004,All STEM
46780,"Van Wert, OH",55385,NA,144,24,168,NA,NA,120,0.142857143,Computer and Mathematical
46780,"Van Wert, OH",53007,67159,197,45,242,-14152,1.266983606,152,0.185950413,Architecture and Engineering
46780,"Van Wert, OH",43958,66250,41,12,53,-22292,1.507120433,29,0.226415094,"Life, Physical, and Social Sciences"
46820,"Vermillion, SD",49205,32984,2130,1703,3833,16221,0.67033838,427,0.444299504,All (STEM and Non-STEM)
46820,"Vermillion, SD",53214,NA,134,24,158,NA,NA,110,0.151898734,All STEM
46820,"Vermillion, SD",52857,NA,112,0,112,NA,NA,112,0,Computer and Mathematical
46820,"Vermillion, SD",NA,NA,10,0,10,NA,NA,10,0,Architecture and Engineering
46820,"Vermillion, SD",NA,NA,12,24,36,NA,NA,-12,0.666666667,"Life, Physical, and Social Sciences"
46860,"Vernal, UT",62792,36250,6273,2980,9253,26542,0.577302841,3293,0.322057711,All (STEM and Non-STEM)
46860,"Vernal, UT",78167,50156,392,125,517,28011,0.641651848,267,0.241779497,All STEM
46860,"Vernal, UT",31793,41786,139,20,159,-9993,1.314314472,119,0.125786164,Computer and Mathematical
46860,"Vernal, UT",87500,NA,124,44,168,NA,NA,80,0.261904762,Architecture and Engineering
46860,"Vernal, UT",79083,63203,129,61,190,15880,0.799198311,68,0.321052632,"Life, Physical, and Social Sciences"
46900,"Vernon, TX",40767,30770,2517,1872,4389,9997,0.754777148,645,0.426520848,All (STEM and Non-STEM)
46900,"Vernon, TX",68173,NA,61,39,100,NA,NA,22,0.39,All STEM
46900,"Vernon, TX",NA,NA,26,0,26,NA,NA,26,0,Computer and Mathematical
46900,"Vernon, TX",75156,NA,30,0,30,NA,NA,30,0,Architecture and Engineering
46900,"Vernon, TX",NA,NA,5,39,44,NA,NA,-34,0.886363636,"Life, Physical, and Social Sciences"
46980,"Vicksburg, MS",45734,31793,7438,6315,13753,13941,0.695172082,1123,0.459172544,All (STEM and Non-STEM)
46980,"Vicksburg, MS",87599,71333,841,264,1105,16266,0.814312949,577,0.238914027,All STEM
46980,"Vicksburg, MS",75977,43750,147,104,251,32227,0.57583216,43,0.414342629,Computer and Mathematical
46980,"Vicksburg, MS",90300,72688,564,117,681,17612,0.80496124,447,0.171806167,Architecture and Engineering
46980,"Vicksburg, MS",82143,78309,130,43,173,3834,0.953325299,87,0.248554913,"Life, Physical, and Social Sciences"
47020,"Victoria, TX",51708,33888,18961,13745,32706,17820,0.655372476,5216,0.42025928,All (STEM and Non-STEM)
47020,"Victoria, TX",74010,66080,1263,263,1526,7930,0.892852317,1000,0.172346003,All STEM
47020,"Victoria, TX",61134,60000,369,140,509,1134,0.981450584,229,0.275049116,Computer and Mathematical
47020,"Victoria, TX",78750,62500,585,66,651,16250,0.793650794,519,0.101382488,Architecture and Engineering
47020,"Victoria, TX",86006,95625,309,57,366,-9619,1.111841034,252,0.155737705,"Life, Physical, and Social Sciences"
47080,"Vidalia, GA",44807,31654,5725,4489,10214,13153,0.706452117,1236,0.439494811,All (STEM and Non-STEM)
47080,"Vidalia, GA",61058,55625,273,47,320,5433,0.911019031,226,0.146875,All STEM
47080,"Vidalia, GA",46406,NA,133,14,147,NA,NA,119,0.095238095,Computer and Mathematical
47080,"Vidalia, GA",86667,NA,82,24,106,NA,NA,58,0.226415094,Architecture and Engineering
47080,"Vidalia, GA",83452,NA,58,9,67,NA,NA,49,0.134328358,"Life, Physical, and Social Sciences"
47180,"Vincennes, IN",44387,33001,7930,5134,13064,11386,0.743483452,2796,0.392988365,All (STEM and Non-STEM)
47180,"Vincennes, IN",70109,48646,368,97,465,21463,0.693862414,271,0.208602151,All STEM
47180,"Vincennes, IN",32361,48438,131,43,174,-16077,1.496801706,88,0.247126437,Computer and Mathematical
47180,"Vincennes, IN",75156,NA,217,17,234,NA,NA,200,0.072649573,Architecture and Engineering
47180,"Vincennes, IN",38889,44732,20,37,57,-5843,1.150248142,-17,0.649122807,"Life, Physical, and Social Sciences"
47220,"Vineland-Bridgeton, NJ",47581,38422,23632,18761,42393,9159,0.807507198,4871,0.442549478,All (STEM and Non-STEM)
47220,"Vineland-Bridgeton, NJ",66753,70478,998,266,1264,-3725,1.055802735,732,0.210443038,All STEM
47220,"Vineland-Bridgeton, NJ",63672,103125,379,55,434,-39453,1.619628722,324,0.126728111,Computer and Mathematical
47220,"Vineland-Bridgeton, NJ",74219,70662,483,100,583,3557,0.952074267,383,0.171526587,Architecture and Engineering
47220,"Vineland-Bridgeton, NJ",66250,52386,136,111,247,13864,0.790732075,25,0.449392713,"Life, Physical, and Social Sciences"
47240,"Vineyard Haven, MA",60497,58324,2765,2684,5449,2173,0.964080864,81,0.492567444,All (STEM and Non-STEM)
47240,"Vineyard Haven, MA",74423,81445,70,41,111,-7022,1.094352552,29,0.369369369,All STEM
47240,"Vineyard Haven, MA",NA,NA,26,0,26,NA,NA,26,0,Computer and Mathematical
47240,"Vineyard Haven, MA",193417,NA,41,2,43,NA,NA,39,0.046511628,Architecture and Engineering
47240,"Vineyard Haven, MA",NA,NA,3,39,42,NA,NA,-36,0.928571429,"Life, Physical, and Social Sciences"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",53960,41743,314633,265962,580595,12217,0.773591549,48671,0.45808524,All (STEM and Non-STEM)
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",80975,70173,37602,11648,49250,10802,0.866600803,25954,0.236507614,All STEM
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",80035,71180,18505,7026,25531,8855,0.889360905,11479,0.275194861,Computer and Mathematical
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",82455,71625,15895,2735,18630,10830,0.86865563,13160,0.146806227,Architecture and Engineering
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",74602,59750,3202,1887,5089,14852,0.800916865,1315,0.370799764,"Life, Physical, and Social Sciences"
47300,"Visalia, CA",41404,36486,71022,45059,116081,4918,0.881219206,25963,0.388168606,All (STEM and Non-STEM)
47300,"Visalia, CA",64859,64639,2139,833,2972,220,0.996608027,1306,0.280282638,All STEM
47300,"Visalia, CA",63257,72546,845,329,1174,-9289,1.146845408,516,0.280238501,Computer and Mathematical
47300,"Visalia, CA",68681,62639,751,80,831,6042,0.912028072,671,0.096269555,Architecture and Engineering
47300,"Visalia, CA",78065,52857,543,424,967,25208,0.677089605,119,0.438469493,"Life, Physical, and Social Sciences"
47340,"Wabash, IN",47693,33537,6343,4249,10592,14156,0.703184954,2094,0.401151813,All (STEM and Non-STEM)
47340,"Wabash, IN",62440,35750,243,112,355,26690,0.572549648,131,0.315492958,All STEM
47340,"Wabash, IN",46250,NA,104,16,120,NA,NA,88,0.133333333,Computer and Mathematical
47340,"Wabash, IN",71563,62955,122,46,168,8608,0.879714378,76,0.273809524,Architecture and Engineering
47340,"Wabash, IN",NA,NA,17,50,67,NA,NA,-33,0.746268657,"Life, Physical, and Social Sciences"
47380,"Waco, TX",43620,35808,47166,38243,85409,7812,0.82090784,8923,0.447763116,All (STEM and Non-STEM)
47380,"Waco, TX",75507,51538,2251,916,3167,23969,0.682559233,1335,0.289232712,All STEM
